Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,Fireplaces,FireplaceQu,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
675,20,RL,80,9200,Reg,NAmes,1Story,1965,1965,1136,0,0,1,Gd,0,7,2008,WD,Normal,140000
676,160,RL,24,2289,Reg,NPkVill,2Story,1978,1978,855,586,0,1,TA,0,4,2009,WD,Normal,148500
677,70,RM,60,9600,Reg,OldTown,2Story,1900,1950,1095,679,0,0,NA,0,5,2006,WD,Normal,87000
678,30,RL,52,9022,Reg,OldTown,1Story,1924,2006,792,0,0,0,NA,0,5,2009,WD,Normal,109500
679,20,RL,80,11844,IR1,StoneBr,1Story,2008,2008,2046,0,0,1,Gd,0,7,2009,New,Partial,372500
680,20,RL,NA,9945,IR1,Sawyer,1Story,1961,1961,988,0,0,0,NA,0,10,2007,WD,Normal,128500
681,120,RL,50,8012,Reg,SawyerW,1Story,1980,1980,923,0,0,1,TA,0,5,2010,WD,Normal,143000
682,50,RH,55,4500,IR2,SWISU,1.5Fin,1932,2000,848,672,0,0,NA,0,7,2009,WD,Abnorml,159434
683,120,RL,NA,2887,Reg,ClearCr,1Story,1996,1997,1291,0,0,1,Gd,0,11,2008,WD,Normal,173000
684,20,RL,90,11248,IR1,CollgCr,1Story,2002,2002,1668,0,0,1,TA,0,7,2007,WD,Normal,285000
685,60,RL,58,16770,IR2,NoRidge,2Story,1998,1998,1195,644,0,0,NA,0,6,2010,WD,Normal,221000
686,160,RL,NA,5062,IR1,StoneBr,2Story,1984,1984,1190,900,0,1,TA,0,9,2007,WD,Normal,207500
687,60,FV,84,10207,Reg,Somerst,2Story,2007,2007,874,887,0,0,NA,0,8,2007,New,Partial,227875
688,160,FV,NA,5105,IR2,Somerst,2Story,2004,2004,551,551,0,0,NA,0,3,2007,WD,Normal,148800
689,20,RL,60,8089,Reg,StoneBr,1Story,2007,2007,1419,0,0,1,Gd,0,10,2007,New,Partial,392000
690,120,RL,61,7577,IR1,NridgHt,1Story,2005,2006,1362,0,0,1,Gd,0,6,2007,WD,Normal,194700
691,120,RM,NA,4426,Reg,CollgCr,1Story,2004,2004,848,0,0,1,TA,0,5,2008,WD,Normal,141000
692,60,RL,104,21535,IR1,NoRidge,2Story,1994,1995,2444,1872,0,2,Ex,0,1,2007,WD,Normal,755000
693,60,RL,42,26178,IR1,Timber,2Story,1989,1990,1238,1281,0,2,Gd,0,4,2006,WD,Normal,335000
694,30,RL,60,5400,Reg,OldTown,1Story,1921,1968,1073,0,0,0,NA,0,12,2006,WD,Abnorml,108480
695,50,RM,51,6120,Reg,BrkSide,1.5Fin,1936,1950,1067,472,0,0,NA,0,4,2009,WD,Normal,141500
696,20,RL,54,13811,IR1,Timber,1Story,1987,1987,1137,0,0,1,TA,0,7,2006,WD,Normal,176000
697,30,RM,50,6000,Reg,BrkSide,1Story,1921,1950,616,0,0,0,NA,0,6,2006,WD,Normal,89000
698,20,RL,57,6420,IR1,Edwards,1Story,1952,1952,1148,0,0,0,NA,0,9,2006,WD,Normal,123500
699,20,RL,65,8450,Reg,Sawyer,1Story,1965,2009,894,0,0,1,Gd,0,4,2010,WD,Normal,138500
700,120,FV,59,4282,IR2,Somerst,1Story,2004,2004,1391,0,0,0,NA,0,7,2008,WD,Normal,196000
701,20,RL,85,14331,Reg,Timber,1Story,2002,2002,1800,0,0,1,Gd,0,5,2006,WD,Normal,312500
702,20,RL,80,9600,Reg,NWAmes,1Story,1969,1969,1164,0,0,0,NA,0,7,2006,COD,Normal,140000
703,60,RL,82,12438,IR1,StoneBr,2Story,2006,2006,1264,1312,0,1,Gd,0,7,2006,New,Partial,361919
704,190,RM,76,7630,Reg,OldTown,2Story,1900,1996,1032,780,0,1,Po,0,5,2010,WD,Normal,140000
705,20,RL,70,8400,Reg,CollgCr,1Story,2004,2005,1484,0,0,0,NA,0,5,2010,WD,Normal,213000
706,190,RM,70,5600,Reg,IDOTRR,2Story,1930,1950,372,720,0,0,NA,3500,7,2010,WD,Normal,55000
707,20,RL,NA,115149,IR2,ClearCr,1Story,1971,2002,1824,0,0,2,TA,0,6,2007,WD,Normal,302000
708,120,RL,48,6240,Reg,NridgHt,1Story,2006,2006,1324,0,0,1,Gd,0,12,2009,WD,Normal,254000
709,60,RL,65,9018,IR1,Gilbert,2Story,2007,2007,728,728,0,1,Gd,0,7,2007,New,Partial,179540
710,20,RL,NA,7162,IR1,Sawyer,1Story,1966,1966,904,0,0,0,NA,0,12,2008,WD,Abnorml,109900
711,30,RL,56,4130,IR1,BrkSide,1Story,1935,2003,729,0,0,0,NA,0,7,2008,WD,Normal,52000
712,50,C (all),66,8712,Reg,IDOTRR,1.5Fin,1900,1950,859,319,0,0,NA,0,1,2010,WD,Abnorml,102776
713,120,RL,40,4671,IR1,StoneBr,1Story,1988,1989,1228,0,0,1,Gd,0,10,2008,WD,Normal,189000
714,190,RL,60,9873,Reg,BrkSide,1Story,1970,1970,960,0,0,0,NA,0,5,2006,WD,Normal,129000
715,60,RL,NA,13517,IR1,Sawyer,2Story,1976,2005,725,754,0,0,NA,0,3,2010,WD,Normal,130500
716,20,RL,78,10140,Reg,NWAmes,1Story,1974,1974,1350,0,0,1,TA,0,8,2009,WD,Normal,165000
717,70,RM,60,10800,Reg,OldTown,2Story,1890,1998,1576,978,0,0,NA,0,7,2007,WD,Normal,159500
718,20,RL,80,10000,Reg,NWAmes,1Story,1973,2000,1178,0,0,1,Fa,0,11,2008,WD,Normal,157000
719,60,RL,96,10542,Reg,NoRidge,2Story,1993,1994,1325,1093,0,1,TA,0,8,2008,WD,Normal,341000
720,20,RL,69,9920,IR1,CollgCr,1Story,1969,1969,971,0,0,1,Po,0,5,2006,WD,Normal,128500
721,120,RL,NA,6563,IR1,StoneBr,1Story,1985,1985,1742,0,0,1,TA,0,12,2006,WD,Normal,275000
722,120,RM,NA,4426,Reg,CollgCr,1Story,2004,2004,848,0,0,0,NA,0,5,2010,WD,Normal,143000
723,20,RL,70,8120,Reg,NAmes,1Story,1970,1970,864,0,0,0,NA,0,7,2009,WD,Normal,124500
724,50,RL,60,8172,Reg,Edwards,1.5Fin,1954,1972,997,473,0,0,NA,0,5,2008,WD,Normal,135000
725,20,RL,86,13286,IR1,Edwards,1Story,2007,2008,1698,0,0,1,Gd,0,2,2009,WD,Normal,320000
726,20,RL,60,6960,Reg,NAmes,1Story,1970,1970,864,0,0,0,NA,500,11,2009,WD,Normal,120500
727,20,RL,NA,21695,IR1,Crawfor,1Story,1988,2007,1680,0,0,1,Gd,0,12,2009,WD,Normal,222000
728,20,RL,64,7314,Reg,CollgCr,1Story,2007,2007,1232,0,0,0,NA,0,2,2009,WD,Normal,194500
729,90,RL,85,11475,Reg,NAmes,1Story,1958,1958,1776,0,0,0,NA,0,7,2009,COD,Abnorml,110000
730,30,RM,52,6240,Reg,IDOTRR,1.5Fin,1925,1950,848,0,360,0,NA,0,1,2009,WD,Normal,103000
731,120,RL,39,5389,IR1,StoneBr,1Story,1995,1996,1616,0,0,1,TA,0,3,2010,WD,Normal,236500
732,80,RL,73,9590,IR1,Timber,SLvl,2003,2003,1146,0,0,1,Gd,0,5,2007,WD,Normal,187500
733,60,RL,75,11404,IR1,CollgCr,2Story,1998,1999,1153,878,0,1,TA,0,7,2008,WD,Normal,222500
734,20,RL,80,10000,Reg,Sawyer,1Story,1961,1983,1144,0,0,1,TA,400,3,2009,WD,Normal,131400
735,20,RL,NA,8978,IR1,Sawyer,1Story,1968,1968,948,0,0,0,NA,0,5,2007,WD,Family,108000
736,75,RM,60,10800,Reg,OldTown,2.5Unf,1914,1970,880,888,0,2,TA,0,10,2006,WD,Normal,163000
737,90,RL,60,8544,Reg,NAmes,1Story,1950,1950,1040,0,0,0,NA,0,7,2006,WD,Normal,93500
738,60,RL,72,10463,IR1,Gilbert,2Story,2005,2005,901,900,0,1,Gd,0,6,2006,WD,Normal,239900
739,90,RL,60,10800,Reg,Edwards,1Story,1987,1988,1200,0,0,0,NA,0,3,2009,WD,Alloca,179000
740,60,RL,65,9313,IR1,CollgCr,2Story,2004,2004,864,864,0,0,NA,0,4,2009,WD,Normal,190000
741,70,RM,60,9600,Reg,OldTown,2Story,1910,2002,768,664,0,0,NA,0,5,2007,WD,Abnorml,132000
742,20,RL,65,6768,IR1,Sawyer,1Story,1961,1996,912,0,0,0,NA,0,5,2008,WD,Normal,142000
743,20,RL,65,8450,Reg,SawyerW,1Story,2000,2001,1349,0,0,0,NA,0,12,2007,WD,Normal,179000
744,80,RL,70,12886,IR1,Sawyer,SLvl,1963,1999,1464,0,0,1,TA,0,10,2009,WD,Normal,175000
745,120,RL,41,5395,IR1,StoneBr,1Story,1993,1993,1337,0,0,1,TA,0,10,2008,WD,Normal,180000
746,60,RL,NA,8963,IR1,NWAmes,2Story,1976,1996,1175,1540,0,2,TA,0,7,2008,WD,Normal,299800
747,60,RL,NA,8795,IR1,Gilbert,2Story,2000,2000,980,1276,0,1,TA,0,4,2009,WD,Normal,236000
748,70,RM,65,11700,IR1,OldTown,2Story,1880,2003,1320,1320,0,1,Gd,0,5,2009,WD,Normal,265979
749,20,RL,59,10593,IR1,NoRidge,1Story,1996,1996,1720,0,0,1,TA,0,3,2010,WD,Normal,260400
750,50,RL,50,8405,Reg,Edwards,1.5Fin,1945,1950,1088,441,0,0,NA,0,4,2009,WD,Normal,98000
751,50,RM,55,8800,Reg,OldTown,1.5Fin,1910,2004,792,348,0,0,NA,0,6,2010,WD,Normal,96500
752,60,RL,NA,7750,Reg,Gilbert,2Story,2003,2003,660,660,0,0,NA,0,8,2007,WD,Normal,162000
753,20,RL,79,9236,IR1,CollgCr,1Story,1997,1997,1494,0,0,0,NA,0,7,2006,WD,Normal,217000
754,60,RL,80,10240,Reg,NridgHt,2Story,2005,2005,1038,1060,0,1,Gd,0,3,2006,WD,Normal,275500
755,20,RL,61,7930,Reg,NAmes,1Story,1969,2005,1026,0,0,0,NA,0,7,2009,WD,Normal,156000
756,160,FV,34,3230,Reg,Somerst,2Story,1999,1999,742,729,0,0,NA,0,3,2009,WD,Normal,172500
757,60,RL,68,10769,IR1,CollgCr,2Story,2007,2007,866,902,0,0,NA,0,4,2009,WD,Normal,212000
758,60,RL,NA,11616,IR1,Sawyer,2Story,1978,1978,672,714,0,1,TA,0,4,2010,WD,Abnorml,158900
759,160,FV,24,2280,Reg,Somerst,2Story,1999,1999,757,744,0,0,NA,0,8,2008,WD,Normal,179400
760,60,RL,65,12257,IR1,NoRidge,2Story,1995,1995,1328,1203,0,1,TA,0,11,2007,WD,Normal,290000
761,20,RL,70,9100,Reg,NAmes,1Story,1959,1959,864,0,0,0,NA,450,10,2009,WD,Normal,127500
762,30,RM,60,6911,Reg,BrkSide,1Story,1924,1950,1301,0,0,0,NA,0,10,2009,WD,Normal,100000
763,60,FV,72,8640,Reg,Somerst,2Story,2009,2009,764,783,0,0,NA,0,6,2010,Con,Normal,215200
764,60,RL,82,9430,Reg,NoRidge,2Story,1999,1999,1268,1097,0,1,Gd,0,7,2009,WD,Normal,337000
765,120,RL,30,9549,IR1,Veenker,1Story,1995,1996,1494,0,0,1,Gd,0,4,2006,WD,Normal,270000
766,20,RL,75,14587,IR1,Somerst,1Story,2008,2008,1506,0,0,1,Gd,0,8,2008,New,Partial,264132
767,60,RL,80,10421,Reg,NWAmes,2Story,1988,1988,980,734,0,1,TA,500,3,2010,WD,Normal,196500
768,50,RL,75,12508,IR1,Mitchel,1.5Fin,1940,1985,983,767,0,0,NA,1300,7,2008,WD,Normal,160000
769,20,RL,70,9100,Reg,CollgCr,1Story,2004,2005,1836,0,0,1,Gd,0,10,2006,WD,Normal,216837
770,60,RL,47,53504,IR2,StoneBr,2Story,2003,2003,1690,1589,0,1,Gd,0,6,2010,WD,Normal,538000
771,85,RL,NA,7252,IR1,Sawyer,SFoyer,1982,1982,858,0,0,0,NA,0,4,2009,WD,Normal,134900
772,20,RL,67,8877,Reg,Edwards,1Story,1951,1951,1220,0,0,0,NA,0,4,2006,COD,Normal,102000
773,80,RL,94,7819,Reg,Edwards,SLvl,1976,1976,1117,0,0,1,TA,0,3,2010,WD,Abnorml,107000
774,20,RL,70,10150,Reg,NAmes,1Story,1958,1958,912,0,0,0,NA,0,7,2007,COD,Normal,114500
775,20,RL,110,14226,Reg,NridgHt,1Story,2006,2006,1973,0,0,1,Gd,0,7,2007,New,Partial,395000
776,120,RM,32,4500,Reg,Mitchel,1Story,1998,1998,1204,0,0,0,NA,0,6,2009,WD,Normal,162000
777,20,RL,86,11210,IR1,CollgCr,1Story,2005,2006,1614,0,0,0,NA,0,7,2006,New,Partial,221500
778,20,RL,100,13350,IR1,Sawyer,1Story,1974,1974,894,0,0,1,Fa,0,6,2006,WD,Normal,142500
779,90,RH,60,8400,Reg,SawyerW,1Story,1977,1977,2020,0,0,2,TA,0,10,2007,WD,Normal,144000
780,90,RL,78,10530,Reg,Mitchel,SFoyer,1977,1977,1004,0,0,0,NA,0,5,2006,WD,Normal,135000
781,20,RL,63,7875,Reg,Gilbert,1Story,1995,1996,1253,0,0,1,TA,0,6,2007,WD,Normal,176000
782,60,RL,65,7153,Reg,SawyerW,2Story,1992,1992,810,793,0,0,NA,0,7,2006,WD,Normal,175900
783,20,RL,67,16285,IR2,CollgCr,1Story,2001,2002,1430,0,0,0,NA,0,6,2009,WD,Normal,187100
784,85,RL,NA,9101,IR1,Mitchel,SFoyer,1978,1978,1110,0,0,1,TA,0,7,2009,WD,Normal,165500
785,75,RM,35,6300,Reg,OldTown,2.5Unf,1914,2001,742,742,0,1,Gd,0,6,2008,WD,Normal,128000
786,20,RL,NA,9790,Reg,NWAmes,1Story,1967,1967,1342,0,0,1,Gd,0,9,2009,WD,Normal,161500
787,50,RM,60,10800,Reg,OldTown,1.5Fin,1915,1950,966,686,0,0,NA,1200,6,2010,WD,Normal,139000
788,60,RL,76,10142,IR1,SawyerW,2Story,2004,2004,956,1128,0,0,NA,0,1,2010,WD,Normal,233000
789,20,RM,50,6000,Reg,OldTown,1Story,1954,2000,901,0,0,0,NA,0,8,2008,WD,Normal,107900
790,60,RL,NA,12205,IR1,ClearCr,2Story,1966,2007,976,1111,0,0,NA,0,7,2007,WD,Normal,187500
791,120,RL,43,3182,Reg,Blmngtn,1Story,2005,2006,1145,0,0,1,Gd,0,9,2009,WD,Normal,160200
792,80,RL,NA,11333,IR1,Mitchel,SLvl,1976,1976,1062,0,0,2,TA,0,5,2007,WD,Normal,146800
793,60,RL,92,9920,IR1,NoRidge,2Story,1996,1997,1127,886,0,1,TA,0,6,2007,WD,Normal,269790
794,20,RL,76,9158,Reg,Somerst,1Story,2007,2007,1496,0,0,0,NA,0,6,2007,New,Partial,225000
795,60,RL,NA,10832,IR1,Gilbert,2Story,1994,1996,1086,809,0,1,TA,500,10,2008,WD,Normal,194500
796,60,RL,70,8400,Reg,SawyerW,2Story,1980,1981,888,676,0,1,TA,0,4,2010,WD,Normal,171000
797,20,RL,71,8197,Reg,Sawyer,1Story,1977,1977,1285,0,0,1,TA,0,4,2007,WD,Normal,143500
798,20,RL,57,7677,Reg,NAmes,1Story,1953,1953,773,0,0,0,NA,0,4,2008,WD,Abnorml,110000
799,60,RL,104,13518,Reg,NridgHt,2Story,2008,2009,1966,1174,0,2,Gd,0,7,2009,New,Partial,485000
800,50,RL,60,7200,Reg,SWISU,1.5Fin,1937,1950,981,787,0,2,TA,0,6,2007,WD,Normal,175000
801,60,RL,79,12798,IR1,ClearCr,2Story,1997,1997,616,1072,0,0,NA,400,5,2008,WD,Normal,200000
802,30,RM,40,4800,Reg,IDOTRR,1Story,1916,1990,1196,0,0,0,NA,0,7,2007,WD,Normal,109900
803,60,RL,63,8199,Reg,CollgCr,2Story,2005,2005,728,728,0,1,Gd,0,10,2008,WD,Normal,189000
804,60,RL,107,13891,Reg,NridgHt,2Story,2008,2009,1734,1088,0,1,Gd,0,1,2009,New,Partial,582933
805,20,RL,75,9000,Reg,NAmes,1Story,1954,1954,1128,0,0,0,NA,0,6,2006,WD,Family,118000
806,20,RL,91,12274,IR1,Somerst,1Story,2008,2008,1428,0,0,0,NA,0,7,2008,New,Partial,227680
807,80,RL,75,9750,Reg,NAmes,SLvl,1967,1967,980,0,0,0,NA,0,10,2006,WD,Normal,135500
808,70,RL,144,21384,Reg,BrkSide,2Story,1923,2004,1072,504,0,1,TA,0,5,2009,WD,Normal,223500
809,80,RL,85,13400,Reg,NAmes,SLvl,1966,1966,1086,0,0,1,Gd,0,6,2006,WD,Normal,159950
810,75,RM,90,8100,Reg,OldTown,2.5Unf,1898,1965,1075,1063,0,0,NA,0,11,2009,WD,Normal,106000
811,20,RL,78,10140,Reg,NWAmes,1Story,1974,1999,1309,0,0,1,Fa,0,1,2006,WD,Normal,181000
812,120,RM,NA,4438,Reg,CollgCr,1Story,2004,2004,848,0,0,1,Gd,0,6,2008,ConLD,Normal,144500
813,20,C (all),66,8712,Reg,IDOTRR,1Story,1952,1952,1044,0,0,0,NA,54,6,2010,WD,Alloca,55993
814,20,RL,75,9750,Reg,NAmes,1Story,1958,1958,1442,0,0,0,NA,500,4,2007,COD,Normal,157900
815,50,RL,45,8248,Reg,Edwards,1.5Fin,1918,1950,686,564,0,0,NA,0,7,2006,WD,Normal,116000
816,20,RL,48,12137,IR2,CollgCr,1Story,1998,1998,1661,0,0,0,NA,0,5,2010,WD,Normal,224900
817,20,RL,NA,11425,IR1,NAmes,1Story,1954,1954,1008,0,0,1,Gd,0,7,2006,WD,Normal,137000
818,20,RL,NA,13265,IR1,Mitchel,1Story,2002,2002,1689,0,0,2,Gd,0,7,2008,WD,Normal,271000
819,80,RL,80,8816,Reg,ClearCr,SLvl,1971,1971,1052,0,0,0,NA,0,6,2010,WD,Normal,155000
820,120,RL,44,6371,IR1,NridgHt,1Story,2009,2010,1358,0,0,1,Gd,0,6,2010,New,Partial,224000
821,60,RL,72,7226,IR1,CollgCr,2Story,2003,2003,798,842,0,0,NA,0,6,2008,WD,Normal,183000
822,20,RM,60,6000,Reg,OldTown,1Story,1953,1953,936,0,0,0,NA,0,2,2009,WD,Normal,93000
823,60,RL,NA,12394,IR1,Gilbert,2Story,2003,2003,847,886,0,1,Gd,0,10,2007,WD,Family,225000
824,50,RL,60,9900,Reg,SWISU,1.5Fin,1940,1950,944,545,0,1,Gd,0,7,2009,WD,Normal,139500
825,20,FV,81,11216,Reg,Somerst,1Story,2006,2006,1489,0,0,1,Gd,0,6,2006,New,Partial,232600
826,20,RL,114,14803,Reg,NridgHt,1Story,2007,2008,2084,0,0,1,Gd,0,6,2008,New,Partial,385000
827,45,RM,50,6130,Reg,BrkSide,1.5Unf,1924,1950,784,0,0,0,NA,0,5,2008,WD,Normal,109500
828,20,RL,65,8529,IR1,SawyerW,1Story,2001,2001,1434,0,0,1,TA,0,4,2009,WD,Normal,189000
829,60,RL,NA,28698,IR2,ClearCr,2Story,1967,1967,1160,966,0,0,NA,0,6,2009,WD,Abnorml,185000
830,160,FV,24,2544,Reg,Somerst,2Story,2005,2005,520,623,80,0,NA,0,7,2006,WD,Normal,147400
831,20,RL,80,11900,IR1,NAmes,1Story,1957,1957,1392,0,0,2,Gd,0,6,2008,WD,Normal,166000
832,160,FV,30,3180,Reg,Somerst,2Story,2005,2005,520,600,80,0,NA,0,6,2006,WD,Normal,151000
833,60,RL,44,9548,IR1,CollgCr,2Story,2003,2003,941,888,0,1,TA,0,1,2010,WD,Normal,237000
834,20,RL,100,10004,Reg,NAmes,1Story,1964,1964,1516,0,0,0,NA,0,2,2009,WD,Normal,167000
835,20,RL,75,7875,Reg,NAmes,1Story,1961,1961,1144,0,0,0,NA,0,9,2008,WD,Normal,139950
836,20,RL,60,9600,Reg,Sawyer,1Story,1950,1995,1067,0,0,0,NA,0,2,2010,WD,Normal,128000
837,30,RM,90,8100,Reg,OldTown,1Story,1948,1973,1559,0,0,0,NA,0,6,2007,COD,Normal,153500
838,160,RM,21,1680,Reg,BrDale,2Story,1973,1973,483,504,0,0,NA,0,11,2008,WD,Normal,100000
839,20,RL,75,9525,Reg,CollgCr,1Story,1995,2006,1099,0,0,0,NA,0,6,2008,WD,Normal,144000
840,50,RL,70,11767,Reg,Edwards,1.5Fin,1946,1995,768,432,0,0,NA,0,5,2008,WD,Normal,130500
841,70,RH,NA,12155,IR1,SWISU,2Story,1925,1950,810,672,0,0,NA,0,3,2008,WD,Normal,140000
842,70,RM,60,10440,Reg,OldTown,2Story,1904,2002,958,581,0,1,Po,0,6,2008,WD,Normal,157500
843,80,RL,82,9020,Reg,NAmes,SLvl,1966,1966,1165,0,0,0,NA,0,5,2008,WD,Normal,174900
844,90,RL,80,8000,Reg,NAmes,1Story,1961,1961,1800,0,0,0,NA,0,7,2007,WD,Normal,141000
845,50,RM,100,12665,IR1,OldTown,1.5Fin,1915,1950,876,540,0,1,Gd,0,6,2008,WD,Normal,153900
846,85,RL,NA,16647,IR1,Sawyer,SFoyer,1975,1981,1701,0,0,2,TA,0,1,2007,WD,Normal,171000
847,60,RL,75,9317,Reg,SawyerW,2Story,1993,1993,1006,769,0,1,TA,0,7,2009,WD,Normal,213000
848,20,RL,36,15523,IR1,CollgCr,1Story,1972,1972,864,0,0,1,Fa,0,8,2009,WD,Normal,133500
849,50,RL,75,45600,IR2,ClearCr,1.5Fin,1908,1997,1307,1051,0,1,Gd,0,9,2008,WD,Normal,240000
850,80,RL,80,9600,Reg,Veenker,SLvl,1976,1994,1094,761,0,1,TA,0,8,2007,WD,Normal,187000
851,120,RM,36,4435,Reg,CollgCr,1Story,2003,2003,848,0,0,0,NA,0,11,2007,WD,Normal,131500
852,120,RL,NA,3196,Reg,Blmngtn,1Story,2003,2003,1456,0,0,1,TA,0,5,2006,WD,Normal,215000
853,75,RL,53,7128,Reg,Crawfor,2.5Unf,1941,1950,918,728,0,2,Gd,0,8,2007,WD,Normal,164000
854,80,RL,NA,12095,IR1,NAmes,SLvl,1964,1964,1445,0,0,1,Fa,0,8,2009,WD,Normal,158000
855,20,RL,102,17920,Reg,Sawyer,1Story,1955,1974,1779,0,0,1,Gd,0,7,2006,WD,Abnorml,170000
856,20,RL,NA,6897,IR1,Sawyer,1Story,1962,2010,1040,0,0,0,NA,0,4,2010,WD,Normal,127000
857,80,RL,NA,10970,IR1,CollgCr,SLvl,1978,1978,1026,0,0,0,NA,0,10,2008,WD,Normal,147000
858,60,RL,65,8125,Reg,Gilbert,2Story,1994,1995,702,779,0,1,TA,0,3,2009,WD,Normal,174000
859,20,RL,80,10400,Reg,NWAmes,1Story,1976,1976,1370,0,0,1,TA,0,6,2009,WD,Family,152000
860,60,RL,NA,11029,IR1,NWAmes,2Story,1968,1984,1512,1142,0,1,Gd,0,8,2006,WD,Normal,250000
861,50,RL,55,7642,Reg,Crawfor,1.5Fin,1918,1998,912,514,0,1,Gd,0,6,2007,WD,Normal,189950
862,190,RL,75,11625,Reg,Sawyer,1Story,1965,1965,1039,0,0,0,NA,0,4,2010,WD,Normal,131500
863,20,RL,81,9672,Reg,SawyerW,1Story,1984,1985,1097,0,0,0,NA,0,5,2010,WD,Normal,152000
864,20,RL,70,7931,Reg,NAmes,1Story,1959,1959,1148,0,0,0,NA,0,7,2009,WD,Normal,132500
865,20,FV,72,8640,Reg,Somerst,1Story,2007,2008,1372,0,0,0,NA,0,5,2008,New,Partial,250580
866,20,RL,NA,8750,IR1,NAmes,1Story,1970,1970,1002,0,0,0,NA,0,8,2009,WD,Normal,148500
867,20,RL,67,10656,IR1,Timber,1Story,2006,2007,1646,0,0,1,Gd,0,11,2007,New,Partial,248900
868,20,RL,85,6970,Reg,Sawyer,1Story,1961,1961,1120,0,0,0,NA,400,5,2007,WD,Normal,129000
869,60,RL,NA,14762,IR2,Gilbert,2Story,1948,1950,1547,720,53,1,TA,0,5,2006,WD,Normal,169000
870,60,RL,80,9938,Reg,SawyerW,2Story,1993,1994,1062,887,0,1,TA,0,6,2010,WD,Normal,236000
871,20,RL,60,6600,Reg,NAmes,1Story,1962,1962,894,0,0,0,NA,0,8,2009,WD,Normal,109500
872,60,RL,70,8750,Reg,CollgCr,2Story,1998,1998,804,878,0,0,NA,0,6,2010,WD,Normal,200500
873,20,RL,74,8892,Reg,NAmes,1Story,1953,1996,910,0,0,0,NA,0,10,2008,WD,Normal,116000
874,40,RL,60,12144,Reg,NAmes,1Story,1949,1950,1036,0,232,1,Gd,0,9,2009,WD,Normal,133000
875,50,RM,52,5720,Reg,OldTown,1.5Fin,1941,1950,676,455,0,0,NA,0,8,2009,WD,Abnorml,66500
876,60,FV,75,9000,Reg,Somerst,2Story,2007,2007,1184,1426,0,1,Gd,0,8,2007,New,Partial,303477
877,20,RL,94,25286,Reg,Mitchel,1Story,1963,1963,1040,0,0,0,NA,0,1,2007,WD,Normal,132250
878,60,RL,74,8834,Reg,NridgHt,2Story,2004,2005,1462,762,0,1,Gd,0,6,2009,WD,Normal,350000
879,85,RL,88,11782,IR1,Sawyer,SFoyer,1961,1995,1155,0,0,0,NA,400,6,2010,WD,Normal,148000
880,20,RL,NA,7000,IR1,CollgCr,1Story,1978,2005,864,0,0,0,NA,0,7,2009,WD,Normal,136500
881,20,RL,60,7024,Reg,Edwards,1Story,2005,2006,1090,0,0,0,NA,0,6,2007,WD,Normal,157000
882,50,RL,44,13758,IR1,Timber,1.5Fin,1990,1991,1187,530,0,1,TA,0,4,2007,WD,Normal,187500
883,60,RL,NA,9636,IR1,Gilbert,2Story,1992,1993,808,785,0,1,TA,0,12,2009,WD,Normal,178000
884,75,RL,60,6204,Reg,SWISU,2.5Fin,1912,1950,954,795,481,0,NA,0,3,2006,WD,Normal,118500
885,20,RL,65,7150,Reg,NAmes,1Story,1967,1967,892,0,0,0,NA,0,7,2009,WD,Normal,100000
886,120,FV,50,5119,IR1,Somerst,1Story,1999,2000,1709,0,0,1,TA,0,1,2008,CWD,Abnorml,328900
887,90,RL,70,8393,Reg,NAmes,1Story,1959,2005,1712,0,0,0,NA,0,6,2006,WD,Family,145000
888,50,RL,59,16466,IR1,Edwards,1.5Fin,1955,1955,872,521,0,0,NA,0,4,2008,WD,Normal,135500
889,20,RL,95,15865,IR1,NAmes,1Story,1970,1970,2217,0,0,1,TA,0,10,2007,WD,Normal,268000
890,20,RL,128,12160,Reg,NAmes,1Story,1953,1953,1505,0,0,1,TA,0,2,2009,WD,Normal,149500
891,50,RL,60,8064,Reg,NAmes,1.5Fin,1949,2006,672,252,0,1,Po,2000,7,2007,WD,Normal,122900
892,60,RL,70,11184,Reg,Sawyer,2Story,1978,1978,918,765,0,1,TA,0,7,2009,WD,Normal,172500
893,20,RL,70,8414,Reg,Sawyer,1Story,1963,2003,1068,0,0,0,NA,0,2,2006,WD,Normal,154500
894,20,RL,NA,13284,Reg,Sawyer,1Story,1954,1954,1383,0,0,1,Gd,0,6,2008,WD,Normal,165000
895,90,RL,64,7018,Reg,SawyerW,1Story,1979,1979,1535,0,0,0,NA,0,6,2009,WD,Alloca,118858
896,60,RL,71,7056,Reg,NAmes,2Story,1963,1963,983,813,0,1,TA,0,10,2008,WD,Normal,140000
897,30,RM,50,8765,Reg,IDOTRR,1Story,1936,1950,951,0,0,0,NA,0,4,2006,WD,Abnorml,106500
898,90,RL,64,7018,Reg,SawyerW,2Story,1979,1979,1120,1120,0,0,NA,0,6,2009,WD,Alloca,142953
899,20,RL,100,12919,IR1,NridgHt,1Story,2009,2010,2364,0,0,2,Gd,0,3,2010,New,Partial,611657
900,20,RL,65,6993,Reg,Sawyer,1Story,1961,1994,1236,0,0,1,TA,0,6,2006,WD,Normal,135000
